Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
J1717866	gi|14456617|Na-ATPase	83.11	148	15	8	1	140	3631	3486	9e-32	 126
R1578725	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R1579698	gi|355398356|NR2-2/2HbN	94.78	2528	127	4	87	2613	2797	274	0.0	3932
R1579698	gi|240129575|NR1	95.49	1329	57	2	1285	2613	1635	310	0.0	2119
R1579698	gi|240129575|NR1	91.88	887	70	2	87	972	2512	1627	0.0	1238
R1582566	gi|240129575|NR1	97.18	602	17	0	1	602	637	36	0.0	1018
R1582566	gi|355398356|NR2-2/2HbN	97.17	601	17	0	1	601	601	1	0.0	1016
S1550434	gi|603053|psbA	99.84	1240	2	0	95	1334	1258	19	0.0	2279
J1650943	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
J1689172	gi|146739105|prk	100.00	150	0	0	129	278	821	970	6e-78	 278
J1689172	gi|146739105|prk	97.33	150	4	0	1	150	970	821	3e-71	 255
R1576469	gi|32130540|psbO	99.01	1107	8	3	208	1311	1107	1	0.0	1980
R1576882	gi|14456617|Na-ATPase	99.24	3683	28	0	451	4133	3993	311	0.0	6647
R1576882	gi|14456617|Na-ATPase	98.73	316	2	2	4858	5172	315	1	1e-161	 560
File: TransABySS_knorm_cluster_rsem.txt 
R1577178	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
R1590015	gi|14456617|Na-ATPase	74.52	832	194	16	1	823	1024	202	7e-98	 346
S221994	gi|14456617|Na-ATPase	98.41	63	1	0	1	63	2391	2329	1e-28	 111
S294085	gi|355398356|NR2-2/2HbN	100.00	100	0	0	1	100	1393	1294	1e-50	 185
S294085	gi|240129575|NR1	100.00	100	0	0	1	100	1429	1330	1e-50	 185
S707429	gi|355398356|NR2-2/2HbN	100.00	174	0	0	15	188	2833	2660	2e-91	 322
S707429	gi|240129575|NR1	100.00	174	0	0	15	188	2548	2375	2e-91	 322
S999077	gi|32130540|psbO	100.00	30	0	0	1	30	176	147	5e-12	56.5
S999077	gi|32130540|psbO	100.00	30	0	0	27	56	183	154	5e-12	56.5
S477533	gi|32130540|psbO	95.24	63	3	0	1	63	1014	952	3e-25	 100
J1580190	gi|14456617|Na-ATPase	87.00	454	43	15	1	446	1539	1984	7e-144	 497
J1593595	gi|14456617|Na-ATPase	87.03	401	46	6	1	398	2311	1914	7e-129	 448
J1613582	gi|14456617|Na-ATPase	79.82	228	42	4	514	739	1238	1013	5e-43	 163
J1613582	gi|14456617|Na-ATPase	100.00	42	0	0	1	42	1574	1533	2e-17	78.7
J1658764	gi|146739105|prk	100.00	286	0	0	185	470	270	555	3e-153	 529
J1658764	gi|146739105|prk	99.48	193	1	0	1	193	555	363	6e-100	 351
J1658899	gi|14456617|Na-ATPase	98.36	61	1	0	23	83	3979	3919	2e-27	 108
J1658899	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3950	3919	7e-13	60.2
J1699687	gi|32130540|psbO	100.00	86	0	0	1	86	811	726	1e-42	 159
J1699687	gi|32130540|psbO	98.86	88	1	0	78	165	827	740	5e-42	 158
J1711628	gi|14456617|Na-ATPase	100.00	43	0	0	1	43	3951	3993	4e-18	80.5
J1714146	gi|14456617|Na-ATPase	95.20	250	12	0	1	250	3847	3598	2e-113	 396
J1717866	gi|14456617|Na-ATPase	82.98	652	101	10	383	1029	3255	2609	2e-168	 580
J1717866	gi|14456617|Na-ATPase	83.11	148	15	8	1	140	3631	3486	9e-32	 126
R1578725	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R1579698	gi|355398356|NR2-2/2HbN	94.78	2528	127	4	87	2613	2797	274	0.0	3932
R1579698	gi|240129575|NR1	95.49	1329	57	2	1285	2613	1635	310	0.0	2119
R1579698	gi|240129575|NR1	91.88	887	70	2	87	972	2512	1627	0.0	1238
R1582566	gi|240129575|NR1	97.18	602	17	0	1	602	637	36	0.0	1018
R1582566	gi|355398356|NR2-2/2HbN	97.17	601	17	0	1	601	601	1	0.0	1016
S536996	gi|14456617|Na-ATPase	84.66	163	25	0	1	163	1939	1777	1e-43	 163
S1208995	gi|14456617|Na-ATPase	95.31	64	1	2	1	63	331	269	3e-25	 100
S1550434	gi|603053|psbA	99.84	1240	2	0	95	1334	1258	19	0.0	2279
J1650943	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
J1689172	gi|146739105|prk	100.00	150	0	0	129	278	821	970	6e-78	 278
J1689172	gi|146739105|prk	97.33	150	4	0	1	150	970	821	3e-71	 255
J1712820	gi|32130540|psbO	91.38	58	4	1	1	58	507	563	2e-18	78.7
J1712820	gi|32130540|psbO	100.00	40	0	0	37	76	501	540	2e-17	75.0
R1576469	gi|32130540|psbO	99.01	1107	8	3	208	1311	1107	1	0.0	1980
R1576882	gi|14456617|Na-ATPase	99.24	3683	28	0	451	4133	3993	311	0.0	6647
R1576882	gi|14456617|Na-ATPase	98.73	316	2	2	4858	5172	315	1	1e-161	 560
S1567499	gi|32130540|psbO	100.00	31	0	0	27	57	882	912	2e-12	58.4
File: TransABySS_knorm_combined_cap3.txt 
Contig45	gi|32130540|psbO	99.01	1107	8	3	208	1311	1107	1	0.0	1980
Contig295	gi|14456617|Na-ATPase	99.24	3683	28	0	453	4135	3993	311	0.0	6647
Contig295	gi|14456617|Na-ATPase	98.73	316	2	2	4860	5174	315	1	1e-161	 560
Contig446	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
Contig1099	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
Contig1417	gi|355398356|NR2-2/2HbN	94.78	2528	127	4	87	2613	2797	274	0.0	3932
Contig1417	gi|240129575|NR1	95.49	1329	57	2	1285	2613	1635	310	0.0	2119
Contig1417	gi|240129575|NR1	91.88	887	70	2	87	972	2512	1627	0.0	1238
Contig2208	gi|240129575|NR1	97.18	602	17	0	1	602	637	36	0.0	1018
Contig2208	gi|355398356|NR2-2/2HbN	97.17	601	17	0	1	601	601	1	0.0	1016
Contig4583	gi|14456617|Na-ATPase	74.52	832	194	16	1	823	1024	202	7e-98	 346
Contig5440	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
Contig9972	gi|603053|psbA	99.84	1240	2	0	95	1334	1258	19	0.0	2279
Contig10524	gi|14456617|Na-ATPase	85.84	784	89	21	1	773	2311	1539	0.0	 813
Contig10772	gi|14456617|Na-ATPase	79.82	228	42	4	514	739	1238	1013	5e-43	 163
Contig10772	gi|14456617|Na-ATPase	100.00	42	0	0	1	42	1574	1533	2e-17	78.7
Contig11635	gi|146739105|prk	100.00	150	0	0	129	278	821	970	6e-78	 278
Contig11635	gi|146739105|prk	97.33	150	4	0	1	150	970	821	3e-71	 255
Contig11684	gi|355398356|NR2-2/2HbN	97.61	545	13	0	4	548	2756	2212	0.0	 935
Contig11684	gi|240129575|NR1	97.61	545	13	0	4	548	2471	1927	0.0	 935
Contig12052	gi|14456617|Na-ATPase	95.20	250	12	0	1	250	3847	3598	2e-113	 396
Contig12141	gi|14456617|Na-ATPase	82.98	652	101	10	383	1029	3255	2609	2e-168	 580
Contig12141	gi|14456617|Na-ATPase	83.11	148	15	8	1	140	3631	3486	9e-32	 126
Contig12706	gi|14456617|Na-ATPase	98.48	66	1	0	1	66	2361	2296	3e-30	 117
Contig12841	gi|32130540|psbO	100.00	38	0	0	1	38	540	503	3e-16	71.3
Contig12841	gi|32130540|psbO	100.00	37	0	0	41	77	543	507	1e-15	69.4
File: TransABySS_knorm_rsem.txt 
R1576469	gi|32130540|psbO	99.01	1107	8	3	208	1311	1107	1	0.0	1980
R1576882	gi|14456617|Na-ATPase	99.24	3683	28	0	451	4133	3993	311	0.0	6647
R1576882	gi|14456617|Na-ATPase	98.73	316	2	2	4858	5172	315	1	1e-161	 560
R1577178	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
R1578725	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R1579698	gi|355398356|NR2-2/2HbN	94.78	2528	127	4	87	2613	2797	274	0.0	3932
R1579698	gi|240129575|NR1	95.49	1329	57	2	1285	2613	1635	310	0.0	2119
R1579698	gi|240129575|NR1	91.88	887	70	2	87	972	2512	1627	0.0	1238
R1592366	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
S221994	gi|14456617|Na-ATPase	98.41	63	1	0	1	63	2391	2329	1e-28	 111
S294085	gi|355398356|NR2-2/2HbN	100.00	100	0	0	1	100	1393	1294	1e-50	 185
S294085	gi|240129575|NR1	100.00	100	0	0	1	100	1429	1330	1e-50	 185
S477533	gi|32130540|psbO	95.24	63	3	0	1	63	1014	952	3e-25	 100
S511171	gi|32130540|psbO	98.41	63	1	0	1	63	897	835	1e-28	 111
S536996	gi|14456617|Na-ATPase	84.66	163	25	0	1	163	1939	1777	1e-43	 163
S625628	gi|14456617|Na-ATPase	98.41	63	1	0	1	63	2358	2296	1e-28	 111
S658949	gi|14456617|Na-ATPase	98.41	63	1	0	1	63	2361	2299	1e-28	 111
S707429	gi|355398356|NR2-2/2HbN	100.00	174	0	0	15	188	2833	2660	2e-91	 322
S707429	gi|240129575|NR1	100.00	174	0	0	15	188	2548	2375	2e-91	 322
S892155	gi|14456617|Na-ATPase	98.41	63	1	0	1	63	302	364	1e-28	 111
S999077	gi|32130540|psbO	100.00	30	0	0	1	30	176	147	5e-12	56.5
S999077	gi|32130540|psbO	100.00	30	0	0	27	56	183	154	5e-12	56.5
S1208995	gi|14456617|Na-ATPase	95.31	64	1	2	1	63	331	269	3e-25	 100
S1388082	gi|14456617|Na-ATPase	95.35	86	2	2	1	85	332	248	1e-35	 135
S1395306	gi|14456617|Na-ATPase	94.81	77	2	2	1	76	357	282	1e-30	 119
S1550434	gi|603053|psbA	99.84	1240	2	0	95	1334	1258	19	0.0	2279
S1567499	gi|32130540|psbO	100.00	31	0	0	27	57	882	912	2e-12	58.4
J1580190	gi|14456617|Na-ATPase	87.00	454	43	15	1	446	1539	1984	7e-144	 497
J1593595	gi|14456617|Na-ATPase	87.03	401	46	6	1	398	2311	1914	7e-129	 448
J1595314	gi|32130540|psbO	100.00	38	0	0	1	38	540	503	3e-16	71.3
J1595314	gi|32130540|psbO	87.93	58	4	2	19	74	563	507	1e-14	65.8
J1613582	gi|14456617|Na-ATPase	79.82	228	42	4	514	739	1238	1013	5e-43	 163
J1613582	gi|14456617|Na-ATPase	100.00	42	0	0	1	42	1574	1533	2e-17	78.7
J1636568	gi|32130540|psbO	98.25	57	1	0	48	104	221	165	5e-25	 100
J1636568	gi|32130540|psbO	100.00	53	0	0	1	53	216	164	2e-24	99.0
J1658899	gi|14456617|Na-ATPase	98.36	61	1	0	23	83	3979	3919	2e-27	 108
J1658899	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3950	3919	7e-13	60.2
J1689172	gi|146739105|prk	100.00	150	0	0	129	278	821	970	6e-78	 278
J1689172	gi|146739105|prk	97.33	150	4	0	1	150	970	821	3e-71	 255
J1693469	gi|355398356|NR2-2/2HbN	97.61	545	13	0	4	548	2756	2212	0.0	 935
J1693469	gi|240129575|NR1	97.61	545	13	0	4	548	2471	1927	0.0	 935
J1697768	gi|146739105|prk	100.00	217	0	0	1	217	371	587	3e-115	 401
J1698788	gi|32130540|psbO	97.47	79	2	0	52	130	243	165	2e-35	 135
J1698788	gi|32130540|psbO	100.00	66	0	0	1	66	216	151	1e-31	 122
J1699687	gi|32130540|psbO	100.00	86	0	0	1	86	811	726	1e-42	 159
J1699687	gi|32130540|psbO	98.86	88	1	0	78	165	827	740	5e-42	 158
J1704563	gi|32130540|psbO	100.00	38	0	0	1	38	540	503	3e-16	71.3
J1704563	gi|32130540|psbO	100.00	37	0	0	41	77	543	507	1e-15	69.4
J1711628	gi|14456617|Na-ATPase	100.00	43	0	0	1	43	3951	3993	4e-18	80.5
J1712596	gi|32130540|psbO	100.00	38	0	0	40	77	503	540	3e-16	71.3
J1712820	gi|32130540|psbO	91.38	58	4	1	1	58	507	563	2e-18	78.7
J1712820	gi|32130540|psbO	100.00	40	0	0	37	76	501	540	2e-17	75.0
J1714146	gi|14456617|Na-ATPase	95.20	250	12	0	1	250	3847	3598	2e-113	 396
J1717866	gi|14456617|Na-ATPase	82.98	652	101	10	383	1029	3255	2609	2e-168	 580
J1717866	gi|14456617|Na-ATPase	83.11	148	15	8	1	140	3631	3486	9e-32	 126
J1719405	gi|14456617|Na-ATPase	100.00	43	0	0	1	43	3951	3993	1e-18	80.5
File: TransABySS_norm.txt 
R4206570	gi|32130540|psbO	99.09	1100	7	3	208	1304	1107	8	0.0	1973
R4206668	gi|146739105|prk	100.00	1183	0	0	450	1632	1220	38	0.0	2185
R4206718	gi|14456617|Na-ATPase	99.27	3994	27	2	2209	6201	3993	1	0.0	7214
R4210649	gi|603053|psbA	99.83	1171	2	0	95	1265	1258	88	0.0	2152
R4211557	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R4212066	gi|14456617|Na-ATPase	100.00	29	0	0	2867	2895	1089	1061	1e-09	54.7
R4212572	gi|14456617|Na-ATPase	82.90	649	101	10	379	1022	3255	2612	8e-167	 575
R4212572	gi|14456617|Na-ATPase	82.64	144	15	8	1	136	3627	3486	2e-29	 119
R4213626	gi|32130540|psbO	100.00	31	0	0	3	33	911	881	8e-13	58.4
R4214106	gi|355398356|NR2-2/2HbN	99.75	2833	7	0	15	2847	2833	1	0.0	5193
R4214106	gi|240129575|NR1	99.63	1635	6	0	1249	2883	1635	1	0.0	2987
R4214106	gi|240129575|NR1	99.89	922	1	0	15	936	2548	1627	0.0	1698
R4214287	gi|14456617|Na-ATPase	84.26	324	45	6	1	321	2275	1955	7e-88	 311
R4215782	gi|14456617|Na-ATPase	74.31	833	195	17	310	1133	202	1024	2e-94	 335
R4215881	gi|355398356|NR2-2/2HbN	87.55	514	62	2	1	513	2285	2797	1e-172	 593
R4215881	gi|240129575|NR1	87.55	514	62	2	1	513	2000	2512	1e-172	 593
R4220391	gi|355398356|NR2-2/2HbN	93.24	74	5	0	1	74	1288	1215	6e-28	 110
R4220391	gi|240129575|NR1	93.24	74	5	0	1	74	1324	1251	6e-28	 110
R4220770	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
R4224422	gi|355398356|NR2-2/2HbN	94.90	98	5	0	1	98	198	101	4e-41	 154
R4224422	gi|240129575|NR1	94.90	98	5	0	1	98	234	137	4e-41	 154
R4225517	gi|355398356|NR2-2/2HbN	91.23	342	30	0	1	342	1720	1379	2e-134	 466
R4225517	gi|240129575|NR1	92.73	220	16	0	123	342	1634	1415	5e-90	 318
R4228364	gi|355398356|NR2-2/2HbN	92.77	166	12	0	1	166	524	359	5e-67	 241
R4228364	gi|240129575|NR1	92.77	166	12	0	1	166	560	395	5e-67	 241
R4228794	gi|355398356|NR2-2/2HbN	94.00	150	9	0	1	150	331	182	3e-63	 228
R4228794	gi|240129575|NR1	94.00	150	9	0	1	150	367	218	3e-63	 228
R4229407	gi|355398356|NR2-2/2HbN	89.60	202	16	2	1	198	821	1021	3e-70	 252
R4229407	gi|240129575|NR1	89.60	202	16	2	1	198	857	1057	3e-70	 252
R4229650	gi|32130540|psbO	100.00	31	0	0	3	33	1010	980	8e-13	58.4
R4234127	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	341	311	3e-11	58.4
R4243057	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	2512	2478	2e-13	60.2
R4244939	gi|355398356|NR2-2/2HbN	90.79	76	7	0	1	76	76	1	2e-25	 102
R4244939	gi|240129575|NR1	90.79	76	7	0	1	76	112	37	2e-25	 102
R4291683	gi|14456617|Na-ATPase	97.06	34	1	0	1	34	1278	1245	8e-13	58.4
R4292910	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	2645	2609	2e-14	63.9
S30958	gi|146739105|prk	100.00	30	0	0	2	31	516	487	3e-12	56.5
S35558	gi|14456617|Na-ATPase	100.00	31	0	0	4	34	3048	3018	8e-13	58.4
S55363	gi|32130540|psbO	100.00	29	0	0	3	31	882	854	1e-11	54.7
S55364	gi|32130540|psbO	100.00	30	0	0	2	31	882	853	3e-12	56.5
S77617	gi|14456617|Na-ATPase	100.00	31	0	0	2	32	3244	3214	7e-13	58.4
S77618	gi|14456617|Na-ATPase	100.00	30	0	0	2	31	3244	3215	3e-12	56.5
S96712	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	175	145	5e-12	58.4
S115513	gi|32130540|psbO	100.00	30	0	0	3	32	421	392	3e-12	56.5
S121554	gi|14456617|Na-ATPase	95.45	44	2	0	1	44	1346	1303	2e-16	71.3
S121554	gi|14456617|Na-ATPase	100.00	31	0	0	30	60	1233	1263	2e-12	58.4
S122413	gi|355398356|NR2-2/2HbN	97.14	35	0	1	1	34	2686	2652	9e-13	58.4
S122413	gi|240129575|NR1	97.14	35	0	1	1	34	2401	2367	9e-13	58.4
S135562	gi|32130540|psbO	100.00	30	0	0	2	31	925	896	3e-12	56.5
S135695	gi|32130540|psbO	98.31	59	0	1	1	58	906	848	7e-26	 102
S151252	gi|32130540|psbO	100.00	28	0	0	4	31	231	204	4e-11	52.8
S170443	gi|32130540|psbO	100.00	30	0	0	1	30	872	843	5e-12	56.5
S170443	gi|32130540|psbO	100.00	30	0	0	25	54	963	934	5e-12	56.5
S173242	gi|32130540|psbO	100.00	30	0	0	26	55	200	171	5e-12	56.5
S173242	gi|32130540|psbO	100.00	30	0	0	1	30	179	208	5e-12	56.5
S176080	gi|32130540|psbO	100.00	29	0	0	3	31	397	369	1e-11	54.7
S191502	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	1347	1316	2e-13	60.2
S211636	gi|14456617|Na-ATPase	93.65	63	4	0	3	65	3704	3642	1e-23	95.3
S223882	gi|32130540|psbO	100.00	30	0	0	2	31	877	848	3e-12	56.5
S224339	gi|14456617|Na-ATPase	100.00	31	0	0	126	156	2197	2167	5e-12	58.4
S224962	gi|32130540|psbO	100.00	30	0	0	2	31	180	151	3e-12	56.5
S229740	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3459	3429	1e-12	58.4
S229740	gi|14456617|Na-ATPase	100.00	30	0	0	25	54	3513	3484	5e-12	56.5
S302200	gi|32130540|psbO	100.00	30	0	0	2	31	902	873	3e-12	56.5
S312523	gi|146739105|prk	100.00	32	0	0	1	32	1183	1152	2e-13	60.2
S338536	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1578	1548	1e-12	58.4
S338536	gi|14456617|Na-ATPase	100.00	31	0	0	25	55	1638	1608	1e-12	58.4
S400366	gi|32130540|psbO	96.67	60	0	1	1	58	171	112	9e-25	99.0
S413575	gi|146739105|prk	100.00	29	0	0	3	31	613	585	1e-11	54.7
S451371	gi|32130540|psbO	100.00	30	0	0	3	32	911	882	3e-12	56.5
S453211	gi|32130540|psbO	96.83	63	2	0	1	63	872	810	6e-27	 106
S463973	gi|146739105|prk	100.00	29	0	0	3	31	613	585	1e-11	54.7
S473970	gi|14456617|Na-ATPase	100.00	37	0	0	1	37	2477	2441	4e-16	69.4
S494186	gi|14456617|Na-ATPase	100.00	30	0	0	2	31	1274	1245	3e-12	56.5
S519564	gi|355398356|NR2-2/2HbN	100.00	31	0	0	1	31	616	586	4e-12	58.4
S519564	gi|240129575|NR1	100.00	31	0	0	1	31	652	622	4e-12	58.4
S523878	gi|32130540|psbO	100.00	29	0	0	3	31	323	295	1e-11	54.7
S537761	gi|146739105|prk	100.00	29	0	0	3	31	802	774	1e-11	54.7
S537916	gi|355398356|NR2-2/2HbN	97.44	39	1	0	1	39	2527	2489	2e-15	67.6
S537916	gi|240129575|NR1	97.44	39	1	0	1	39	2242	2204	2e-15	67.6
S572360	gi|14456617|Na-ATPase	100.00	31	0	0	64	94	949	919	3e-12	58.4
S592337	gi|14456617|Na-ATPase	97.22	36	1	0	462	497	2186	2221	1e-12	62.1
S594640	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3361	3330	2e-13	60.2
S622984	gi|32130540|psbO	100.00	28	0	0	4	31	881	854	4e-11	52.8
S651530	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3348	3317	2e-13	60.2
S710923	gi|14456617|Na-ATPase	97.14	35	1	0	2	36	3993	3959	2e-13	60.2
S717948	gi|14456617|Na-ATPase	97.22	36	1	0	1	36	2239	2204	7e-14	62.1
S725738	gi|32130540|psbO	100.00	29	0	0	3	31	1001	973	1e-11	54.7
S726013	gi|32130540|psbO	100.00	30	0	0	2	31	826	797	3e-12	56.5
S751814	gi|32130540|psbO	100.00	30	0	0	1	30	645	616	5e-12	56.5
S751814	gi|32130540|psbO	100.00	30	0	0	25	54	717	688	5e-12	56.5
S770191	gi|14456617|Na-ATPase	100.00	28	0	0	4	31	552	525	4e-11	52.8
S781111	gi|32130540|psbO	100.00	30	0	0	1	30	693	664	5e-12	56.5
S781111	gi|32130540|psbO	100.00	30	0	0	24	53	702	731	5e-12	56.5
S785635	gi|146739105|prk	100.00	32	0	0	1	32	569	538	2e-13	60.2
S823660	gi|32130540|psbO	100.00	31	0	0	3	33	624	594	8e-13	58.4
S823661	gi|32130540|psbO	100.00	29	0	0	3	31	624	596	1e-11	54.7
S843197	gi|32130540|psbO	86.54	52	4	2	7	56	563	513	2e-11	54.7
S875573	gi|32130540|psbO	100.00	30	0	0	2	31	421	392	3e-12	56.5
S897512	gi|32130540|psbO	96.83	63	2	0	1	63	727	665	6e-27	 106
S907828	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2338	2307	2e-13	60.2
S907941	gi|32130540|psbO	100.00	32	0	0	1	32	178	147	2e-13	60.2
S929111	gi|32130540|psbO	100.00	31	0	0	2	32	839	809	7e-13	58.4
S930917	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	3249	3215	2e-13	60.2
S974377	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3429	3398	2e-13	60.2
S992055	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2511	2480	2e-13	60.2
S1034285	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	3249	3215	2e-13	60.2
S1068674	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2641	2610	2e-13	60.2
S1069036	gi|32130540|psbO	96.72	61	0	1	1	59	156	96	3e-25	 100
S1092953	gi|146739105|prk	100.00	47	0	0	16	62	1	47	2e-21	87.9
S1101203	gi|32130540|psbO	100.00	30	0	0	3	32	1010	981	3e-12	56.5
S1130961	gi|32130540|psbO	100.00	30	0	0	3	32	869	840	3e-12	56.5
S1147333	gi|32130540|psbO	100.00	30	0	0	3	32	421	392	3e-12	56.5
S1147611	gi|355398356|NR2-2/2HbN	94.23	104	6	0	3	106	977	874	9e-43	 159
S1147611	gi|240129575|NR1	94.23	104	6	0	3	106	1013	910	9e-43	 159
S1227144	gi|355398356|NR2-2/2HbN	100.00	31	0	0	1	31	1393	1363	8e-13	58.4
S1227144	gi|240129575|NR1	100.00	31	0	0	1	31	1429	1399	8e-13	58.4
S1241306	gi|146739105|prk	98.33	60	0	1	1	59	904	963	2e-26	 104
S1243373	gi|32130540|psbO	93.55	62	0	4	1	58	1077	1016	6e-22	89.8
S1248004	gi|32130540|psbO	100.00	32	0	0	1	32	1009	978	2e-13	60.2
S1268711	gi|32130540|psbO	100.00	30	0	0	4	33	826	797	3e-12	56.5
S1273504	gi|240129575|NR1	93.97	116	7	0	1	116	151	36	1e-47	 176
S1273504	gi|355398356|NR2-2/2HbN	93.91	115	7	0	1	115	115	1	4e-47	 174
S1280699	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3244	3213	2e-13	60.2
S1291985	gi|146739105|prk	100.00	30	0	0	1	30	1080	1051	5e-12	56.5
S1291985	gi|146739105|prk	100.00	30	0	0	27	56	1082	1111	5e-12	56.5
S1413051	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3243	3213	2e-12	58.4
S1413051	gi|14456617|Na-ATPase	100.00	31	0	0	27	57	3247	3217	2e-12	58.4
S1418546	gi|32130540|psbO	100.00	30	0	0	1	30	727	756	5e-12	56.5
S1418546	gi|32130540|psbO	94.44	36	1	1	21	56	753	719	2e-11	54.7
S1419518	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3950	3919	2e-13	60.2
S1424951	gi|14456617|Na-ATPase	100.00	31	0	0	116	146	91	61	5e-12	58.4
S1451348	gi|32130540|psbO	100.00	29	0	0	3	31	423	395	1e-11	54.7
S1471881	gi|14456617|Na-ATPase	97.06	34	1	0	1	34	2642	2609	8e-13	58.4
S1473541	gi|32130540|psbO	100.00	30	0	0	3	32	925	896	3e-12	56.5
S1484400	gi|32130540|psbO	100.00	29	0	0	3	31	141	113	1e-11	54.7
S1489096	gi|146739105|prk	98.18	55	1	0	19	73	185	239	4e-24	97.1
S1508286	gi|32130540|psbO	100.00	30	0	0	2	31	142	113	3e-12	56.5
S1516910	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1258	1228	2e-12	58.4
S1516910	gi|14456617|Na-ATPase	100.00	31	0	0	29	59	1263	1233	2e-12	58.4
S1547852	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	3907	3879	1e-11	54.7
S1556814	gi|32130540|psbO	94.44	54	1	1	1	52	556	503	9e-20	82.4
S1561199	gi|146739105|prk	100.00	29	0	0	3	31	344	372	1e-11	54.7
S1613073	gi|14456617|Na-ATPase	100.00	31	0	0	2	32	2508	2478	7e-13	58.4
S1613074	gi|14456617|Na-ATPase	100.00	30	0	0	2	31	2508	2479	3e-12	56.5
S1627435	gi|32130540|psbO	100.00	30	0	0	1	30	743	714	5e-12	56.5
S1627435	gi|32130540|psbO	100.00	28	0	0	27	54	753	726	7e-11	52.8
S1650589	gi|32130540|psbO	100.00	29	0	0	3	31	327	299	1e-11	54.7
S1669409	gi|146739105|prk	100.00	30	0	0	2	31	939	910	3e-12	56.5
S1669411	gi|146739105|prk	100.00	30	0	0	2	31	939	910	3e-12	56.5
S1681304	gi|146739105|prk	100.00	32	0	0	1	32	825	794	2e-13	60.2
S1696142	gi|32130540|psbO	100.00	30	0	0	1	30	701	672	5e-12	56.5
S1696142	gi|32130540|psbO	100.00	28	0	0	27	54	726	699	7e-11	52.8
S1735639	gi|32130540|psbO	100.00	30	0	0	1	30	770	741	5e-12	56.5
S1735639	gi|32130540|psbO	100.00	28	0	0	27	54	795	768	7e-11	52.8
S1740054	gi|14456617|Na-ATPase	97.06	34	1	0	1	34	1278	1245	8e-13	58.4
S1746722	gi|146739105|prk	100.00	31	0	0	1	31	47	17	7e-13	58.4
S1774499	gi|32130540|psbO	100.00	29	0	0	3	31	312	284	1e-11	54.7
S1807742	gi|32130540|psbO	100.00	31	0	0	2	32	911	881	7e-13	58.4
S1807743	gi|32130540|psbO	100.00	30	0	0	2	31	911	882	3e-12	56.5
S1808288	gi|32130540|psbO	100.00	29	0	0	3	31	624	596	1e-11	54.7
S1810358	gi|32130540|psbO	100.00	30	0	0	3	32	421	392	3e-12	56.5
S1838121	gi|32130540|psbO	100.00	28	0	0	3	30	841	868	4e-11	52.8
S1849396	gi|32130540|psbO	100.00	29	0	0	3	31	164	136	1e-11	54.7
S1854102	gi|32130540|psbO	100.00	29	0	0	3	31	687	715	1e-11	54.7
S1854276	gi|32130540|psbO	100.00	30	0	0	2	31	301	272	3e-12	56.5
S1855650	gi|146739105|prk	100.00	29	0	0	3	31	1027	999	1e-11	54.7
S1858145	gi|32130540|psbO	100.00	29	0	0	3	31	166	138	1e-11	54.7
